# The Comparative Toxicogenomics Database (CTD) - http://ctdbase.org/
#   Copyright 2012-2020 NC State University. All rights reserved.
#  
# 
# Use is subject to the terms set forth at http://ctdbase.org/about/legal.jsp
# These terms include:
# 
#   1. All forms of publication (e.g., web sites, research papers, databases,
#      software applications, etc.) that use or rely on CTD data must cite CTD.
#      Citation guidelines: http://ctdbase.org/about/publications/#citing
# 
#   2. All electronic or online applications must include hyperlinks from 
#      contexts that use CTD data to the applicable CTD data pages.
#      Linking instructions: http://ctdbase.org/help/linking.jsp
# 
#   3. You must notify CTD, and describe your use of our data:
#      http://ctdbase.org/help/contact.go
# 
#   4. For quality control purposes, you must provide CTD with periodic 
#      access to your publication of our data.
# 
# More information: http://ctdbase.org/downloads/
# 
# Report created: Sun Mar 29 15:41:10 EDT 2020
#
# Fields:
# reference,studyfactors,exposurestressors,receptors,studycountries,mediums,exposuremarkers,diseases,phenotypes,authorsummary
#
26497043,,Arsenic^D001151^MESH,^^^^Children|Pneumonia^disease^D011014^MESH^Controls for disease:|Pneumonia^disease^D011014^MESH^Subjects with disease:,Bangladesh,urine,Arsenic^D001151^MESH|Creatinine^D003404^MESH,Pneumonia^D011014^MESH,,We observed a nearly two times higher odds of pneumonia for children with creatinine adjusted urinary arsenic concentrations greater than the first quartile (>= 6 micrograms per liter).
26497629,,Mercury^D008628^MESH,^^^^Study subjects,Greenland,blood,Mercury^D008628^MESH,"Diabetes Mellitus, Type 2^D003924^MESH|Prediabetic State^D011236^MESH",,"While the study found a weak but statistically significant association between whole blood mercury and both impaired fasting glycemia and type 2 diabetes, no associations were found with measures of underlying disturbances in glucose homoeostasis."
26499132,diet,Fluorides^D005459^MESH|Tea^D013662^MESH,^^^^Children|^^^^Study subjects,China,"tea|tea, brick|urine|water, drinking",Fluorides^D005459^MESH,"Fluorosis, Dental^D009050^MESH",,"The prevalence of brick tea-type dental and skeletal fluorosis is high in Tibet because of the habit of drinking brick tea in this region; the altitude and occupational factors are important risk factors, with herdsmen having the highest fluoride exposure and the most severe skeletal fluorosis."
26500434,,abamectin^C048324^MESH|copper oxychloride^C007120^MESH|Dimethoate^D004117^MESH|glyphosate^C010974^MESH|Methyl Parathion^D008743^MESH|Triazines^D014227^MESH,^^^^Workers,Brazil,,,,cholinesterase activity^GO:0004104^GO|cytokinetic process^GO:0032506^GO|lipid metabolic process^GO:0006629^GO|micronucleus organization^GO:0032125^GO|nuclear fragmentation involved in apoptotic nuclear change^GO:0030264^GO,"In this study, we determined the mutagenic and cell death potential of pesticides through the increased frequency of micronuclei and other nuclear abnormalities in exposed individuals"
26502459,,Carbon Dioxide^D002245^MESH|Volatile Organic Compounds^D055549^MESH,^^^^Workers,United States,,Carbon Dioxide^D002245^MESH|Volatile Organic Compounds^D055549^MESH,,cognition^GO:0050890^GO,Exposure to carbon dioxide and volatile organic compounds (VOCs) at levels found in conventional office buildings was associated with lower cognitive scores than those associated with levels of these compounds found in a Green (low concentrations of VOCs) building.
26505805,,"1,12-benzoperylene^C006718^MESH|1,2,5,6-dibenzanthracene^C026486^MESH|1,3-butadiene^C031763^MESH|2-dichlorobenzene^C004726^MESH|2-xylene^C026114^MESH|4-dichlorobenzene^C018511^MESH|Acetaldehyde^D000079^MESH|Benzene^D001554^MESH|Benzo(a)pyrene^D001564^MESH|benzo(b)fluoranthene^C006703^MESH|benzo(k)fluoranthene^C022921^MESH|Chloroform^D002725^MESH|Chromium^D002857^MESH|chromium hexavalent ion^C074702^MESH|ethylbenzene^C004912^MESH|Formaldehyde^D005557^MESH|indeno(1,2,3-cd)pyrene^C041508^MESH|Lead^D007854^MESH|Methylene Chloride^D008752^MESH|Nickel^D009532^MESH|Polycyclic Aromatic Hydrocarbons^D011084^MESH|Selenium^D012643^MESH|Styrene^D020058^MESH|Tetrachloroethylene^D013750^MESH|Toluene^D014050^MESH|Trichloroethylene^D014241^MESH",^^^^Study subjects,United States,air,"1,12-benzoperylene^C006718^MESH|1,2,5,6-dibenzanthracene^C026486^MESH|1,3-butadiene^C031763^MESH|2-dichlorobenzene^C004726^MESH|2-xylene^C026114^MESH|4-dichlorobenzene^C018511^MESH|Acetaldehyde^D000079^MESH|Benzene^D001554^MESH|Benzo(a)pyrene^D001564^MESH|benzo(b)fluoranthene^C006703^MESH|benzo(k)fluoranthene^C022921^MESH|Chloroform^D002725^MESH|Chromium^D002857^MESH|chromium hexavalent ion^C074702^MESH|ethylbenzene^C004912^MESH|Formaldehyde^D005557^MESH|indeno(1,2,3-cd)pyrene^C041508^MESH|Lead^D007854^MESH|Methylene Chloride^D008752^MESH|Nickel^D009532^MESH|Polycyclic Aromatic Hydrocarbons^D011084^MESH|Selenium^D012643^MESH|Styrene^D020058^MESH|Tetrachloroethylene^D013750^MESH|Toluene^D014050^MESH|Trichloroethylene^D014241^MESH","Astrocytoma^D001254^MESH|Medulloblastoma^D008527^MESH|Neuroectodermal Tumors, Primitive^D018242^MESH",,"Our data suggest that in utero and infancy exposures to air toxics generated by industrial and road traffic sources may increase the risk of primitive neuroectodermal tumor and medulloblastoma, with limited support for increased risks for astrocytoma in children up to age 6."
26513915,,Cadmium^D002104^MESH,^^^^Study subjects,Thailand,urine,Cadmium^D002104^MESH,Diabetes Mellitus^D003920^MESH|Hypercholesterolemia^D006937^MESH|Hypertension^D006973^MESH|Hypertriglyceridemia^D015228^MESH|Osteoporosis^D010024^MESH|Urinary Calculi^D014545^MESH,renal system process^GO:0003014^GO,"Persons living in (cadmium) contaminated areas had a significantly higher prevalence of renal dysfunction, bone mineral loss, hypertension and urinary stones than those living in non-contaminated areas. There were no significant differences between the 2 groups in the prevalence of diabetes, hypercholesterolemia and hypertriglyceridemia."
26517287,sex,hexadecafluoro-nonanoic acid^C018959^MESH|Iodine^D007455^MESH|perfluorohexanesulfonic acid^C471071^MESH|perfluorooctane sulfonic acid^C076994^MESH|perfluorooctanoic acid^C023036^MESH,^^^^Study subjects,United States,serum|urine,hexadecafluoro-nonanoic acid^C018959^MESH|Iodine^D007455^MESH|perfluorohexanesulfonic acid^C471071^MESH|perfluorooctane sulfonic acid^C076994^MESH|perfluorooctanoic acid^C023036^MESH|Thyrotropin^D013972^MESH|Thyroxine^D013974^MESH|Triiodothyronine^D014284^MESH,,thyroid hormone metabolic process^GO:0042403^GO,"We found evidence of perfluoroalkyl acids-associated thyroid disruption in a subset of U.S. adults with high thyroid peroxidase antibody (a marker of autoimmune hypothyroidism) and low iodine status, who may represent a vulnerable subgroup."
26517380,tobacco,Cadmium^D002104^MESH,^^^^Study subjects,Sweden,blood,Cadmium^D002104^MESH,Cardiovascular Diseases^D002318^MESH|Myocardial Ischemia^D017202^MESH|Stroke^D020521^MESH,,Blood cadmium in the highest quartile was associated with incident cardiovascular disease and mortality in our population-based samples of Swedish adults.
26535579,,acetamiprid^C464485^MESH|Insecticides^D007306^MESH,Neurologic Manifestations^disease^D009461^MESH^Controls for disease:|Neurologic Manifestations^disease^D009461^MESH^Subjects with disease:|^^^^Study subjects,Japan,urine,clothianidin^C480342^MESH|N-desmethylacetamiprid^C000608435^MESH|nitenpyram^C464843^MESH|thiacloprid^C417209^MESH|Thiamethoxam^D000077922^MESH,Neurologic Manifestations^D009461^MESH,,"Urinary N-desmethylacetamiprid can be used as a biomarker for environmental exposure to acetamiprid, and detection of N-desmethylacetamiprid was associated with increased prevalence of neurological symptoms."
26535963,,"2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|PCB 180^C410127^MESH",^^^^Children|^^^^Infants or newborns|^^^^Study subjects,Faroe Islands,"blood, cord|serum","2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|PCB 180^C410127^MESH|Polychlorinated Biphenyls^D011078^MESH",Aneuploidy^D000782^MESH,male meiosis chromosome separation^GO:0051308^GO,"Organochlorine exposures measured at age 14 and in adulthood were associated with sperm disomy in this sample of high-exposure men, suggesting that the impacts of persistent pollutants on testicular maturation and function require further investigation."
26542316,,Antimony^D000965^MESH|Barium^D001464^MESH|Cadmium^D002104^MESH|Cesium^D002586^MESH|Cobalt^D003035^MESH|Lead^D007854^MESH|Molybdenum^D008982^MESH|Thallium^D013793^MESH|Tungsten^D014414^MESH|Uranium^D014501^MESH,^^^^Study subjects,United States,urine,Antimony^D000965^MESH|Barium^D001464^MESH|Cadmium^D002104^MESH|Cesium^D002586^MESH|Cobalt^D003035^MESH|Lead^D007854^MESH|Molybdenum^D008982^MESH|Thallium^D013793^MESH|Tungsten^D014414^MESH|Uranium^D014501^MESH,Diabetes Mellitus^D003920^MESH|Insulin Resistance^D007333^MESH,,"Higher quartiles of barium, molybdenum, and antimony were associated with greater HOMA of insulin resistance after adjustment; molybdenum, antimony, tungsten, and uranium were positively associated with diabetes, even at the relatively low levels seen in the US."
26545148,,Diethylhexyl Phthalate^D004051^MESH|diisodecyl phthalate^C042080^MESH|diisononyl phthalate^C012125^MESH|di-n-octyl phthalate^C010715^MESH|mono(2-ethyl-5-hydroxyhexyl) phthalate^C479069^MESH|mono(2-ethyl-5-oxohexyl)phthalate^C080276^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH|mono-isobutyl phthalate^C575690^MESH,^^^^Study subjects,United States,urine,2-ethyl-5-carboxypentyl phthalate^C051450^MESH|Diethylhexyl Phthalate^D004051^MESH|diisodecyl phthalate^C042080^MESH|diisononyl phthalate^C012125^MESH|di-n-octyl phthalate^C010715^MESH|mono(2-ethyl-5-hydroxyhexyl) phthalate^C479069^MESH|mono(2-ethyl-5-oxohexyl)phthalate^C080276^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH|mono-isobutyl phthalate^C575690^MESH,,fertilization^GO:0009566^GO|oocyte maturation^GO:0001556^GO|reproduction^GO:0000003^GO,"Urinary concentrations of Diethylhexyl Phthalate metabolites were inversely associated with oocyte yield, clinical pregnancy, and live birth following assisted reproductive technologies."
26546277,,"Petroleum^D010578^MESH|Water Pollutants, Chemical^D014874^MESH",^^^^Study subjects,Nigeria,,,"Anemia^D000740^MESH|Dermatitis, Irritant^D017453^MESH|Dizziness^D004244^MESH|Eye Pain^D058447^MESH|Headache^D006261^MESH|Pharyngitis^D010612^MESH",,"In this cross-sectional pilot study, the first carried out in response to the United Nations Environment Programme recommendations, we observed statistically significant associations between exposure to petroleum-contaminated drinking water and self-reported symptoms consistent with exposure to petroleum hydrocarbons."
26546332,,Particulate Matter^D052638^MESH|Soot^D053260^MESH,^^^^Study subjects,United States,air,Particulate Matter^D052638^MESH|Soot^D053260^MESH,,regulation of heart contraction^GO:0008016^GO,We observed some evidence of a relation between longer-term black carbon and fine particulate matter (PM2.5) exposures and changes in heart rate variability in an elderly cohort.
26551726,,"triphenyl phosphate^C005445^MESH|tris(1,3-dichloro-2-propyl)phosphate^C016805^MESH|tris(1-chloro-2-propyl)phosphate^C000610787^MESH",^^^^Infants or newborns,United States,urine,"triphenyl phosphate^C005445^MESH|tris(1,3-dichloro-2-propyl)phosphate^C016805^MESH|tris(1-chloro-2-propyl)phosphate^C000610787^MESH",,,"The primary objective of this study was to measure levels of exposure to several organophosphate flame retardants, particularly tris(1,3-dichloro-2-propyl)phosphate and triphenyl phosphate, in children age 2-18 months."
26551991,,Diacetyl^D003931^MESH|Flavoring Agents^D005421^MESH|Metals^D008670^MESH|Particulate Matter^D052638^MESH|Propylene Glycol^D019946^MESH|Volatile Organic Compounds^D055549^MESH,^^^^Children,Hong Kong,,,"Respiration Disorders^D012120^MESH|Signs and Symptoms, Respiratory^D012818^MESH",,"To our knowledge, we present the first evidence of an association between e-cigarette use and respiratory symptoms in never- and ever-smoking adolescents, which is consistent with findings from other laboratory and adult studies on short-term adverse respiratory functions."
26555473,,"Air Pollutants, Occupational^D000395^MESH|Smoke^D012906^MESH",^^^^Workers,United States,"air, ambient|urine","1,6-anhydro-beta-glucopyranose^C014989^MESH|1-hydroxyphenanthrene^C092102^MESH|1-hydroxypyrene^C033146^MESH|1-naphthol^C029350^MESH|2-hydroxyfluorene^C477779^MESH|2-naphthol^C028405^MESH|4-hydroxyphenanthrene^C092103^MESH|Carbon Monoxide^D002248^MESH|Particulate Matter^D052638^MESH|Polycyclic Aromatic Hydrocarbons^D011084^MESH",,,"In this study, we assessed occupational exposure to wildland fire smoke in wildland firefighters by measuring the urinary concentrations of hydroxylated metabolites of polycyclic aromatic hydrocarbons; our results suggest that hydroxylated PAHs (especially 4-hydroxyphenanthrene) may be useful biomarkers of wildland fire smoke exposure."
26555475,,Smoke^D012906^MESH,Asthma^disease^D001249^MESH^Subjects with disease:|^^^^Children,United States,"air, indoor",Carbon Monoxide^D002248^MESH|Particulate Matter^D052638^MESH,,,"Wood is commonly used for residential heating; we assessed the efficacy of residential interventions to reduce indoor particulate matter (PM2.5) exposure from wood stoves and found that air filtration unit homes had an overall 63% reduction, as opposed to updating the wood stove or using a placebo."
26565393,diet,Phytoestrogens^D048789^MESH,^^^^Study subjects,United States,,,Leiomyoma^D007889^MESH,,Our observation that women fed soy formula as infants have larger fibroids than unexposed women provides further support for persistent effects of early life phytoestrogen exposure on the uterus.
26569276,diet,Arsenic^D001151^MESH|Barium^D001464^MESH|Chromium^D002857^MESH|Cobalt^D003035^MESH|Copper^D003300^MESH|Iron^D007501^MESH|Lead^D007854^MESH|Manganese^D008345^MESH|Molybdenum^D008982^MESH|Nickel^D009532^MESH|Zinc^D015032^MESH,^^^^Study subjects,Cambodia,"hair|nail|urine|water, drinking",Arsenic^D001151^MESH|Barium^D001464^MESH|Chromium^D002857^MESH|Cobalt^D003035^MESH|Copper^D003300^MESH|Iron^D007501^MESH|Lead^D007854^MESH|Manganese^D008345^MESH|Molybdenum^D008982^MESH|Nickel^D009532^MESH|Zinc^D015032^MESH,,,"Chemical analyses of various metal concentrations (Cr, Mn, Fe, Co, Ni, Cu, Zn, As, Mo, Ba, and Pb) in hair, nails, and urine of Cambodians in arsenic-contaminated areas who consumed groundwater daily showed elevated levels in these biomarkers for most metals of toxicological interest."
26575634,,Dibutyl Phthalate^D003993^MESH|Diethylhexyl Phthalate^D004051^MESH|diethyl phthalate^C007379^MESH|diisobutyl phthalate^C025605^MESH|dimethyl phthalate^C024629^MESH|Phthalic Acids^D010795^MESH,^^^^Study subjects,China,urine,2-ethyl-5-carboxypentyl phthalate^C051450^MESH|Dibutyl Phthalate^D003993^MESH|Diethylhexyl Phthalate^D004051^MESH|diethyl phthalate^C007379^MESH|diisobutyl phthalate^C025605^MESH|dimethyl phthalate^C024629^MESH|mono(2-ethyl-5-hydroxyhexyl) phthalate^C479069^MESH|mono(2-ethyl-5-oxohexyl)phthalate^C080276^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH|mono-isobutyl phthalate^C575690^MESH|monomethyl phthalate^C517284^MESH|Phthalic Acids^D010795^MESH,,,"Phthalate metabolites were analyzed in urine samples collected from Chinese young adults, and we estimated the daily intake rates."
26578086,,Radon^D011886^MESH,^^^^Study subjects|^^^^Workers,Nigeria,"air, indoor",Radon^D011886^MESH,,,"The radon levels obtained in most assessed offices in Obafemi Awolowo University were found to be within the permissible reference levels, and levels showed a significant decline with height of office building, with the highest mean concentration of radon occuring in offices located on the basement, ground floor, and first floor."
26580026,diet,Arsenic^D001151^MESH|Calcium^D002118^MESH|Iron^D007501^MESH|Magnesium^D008274^MESH|Manganese^D008345^MESH,^^^^Children|^^^^Pregnant females,Bangladesh,"urine|water, drinking",Arsenicals^D001152^MESH|Arsenic^D001151^MESH|Calcium^D002118^MESH|Iron^D007501^MESH|Magnesium^D008274^MESH|Manganese^D008345^MESH,,,"Despite decreased water arsenic concentrations in rural Bangladesh, the children still have elevated exposure, largely from food (such as rice)."
26580641,,Vehicle Emissions^D001335^MESH,^^^^Workers,"Taiwan, Province of China","air, ambient",Carbon Dioxide^D002245^MESH|Particulate Matter^D052638^MESH|Polycyclic Aromatic Hydrocarbons^D011084^MESH,,,"This study evaluated exposure concentrations of particulate matter (PM2.5), polycyclic aromatic hydrocarbons, and carbon dioxide in a Sinying (Taiwan) police station near a highway under different traffic volumes, traffic types, and shift times."
